path,category
sorted_images/Plastique/Bouteille en plastique/1694944047857-image1694943999102.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Cable/1697803613877-image1697803632380.jpg,Métaux/Cable
sorted_images/Plastique/Emballage plastique/1695647696422-image1695647700792.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1697449017095-image1697448979670.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1697818385542-image1697818355777.jpg,Mégots/Mégots
sorted_images/Plastique/Bouteille en plastique/1695057760188-image1695057693659.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1689870247601-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Polystyrène/1697552132450-image1697552125307.jpg,Plastique/Polystyrène
sorted_images/Plastique/Bouteille en plastique/1697093780014-image1697093771163.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1689665522052-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1696668272352-image1696668267670.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1694502058925-user.jpg,Plastique/Emballage plastique
sorted_images/Mégots/Mégots/1691257302972-image1691257297258.jpg,Mégots/Mégots
sorted_images/Plastique/Emballage plastique/1693981605967-image1693981371344.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1691844046641-image1691843994146.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1689673746633-image1689673744766.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1696406332473-image1696406345359.jpg,Métaux/Canette
sorted_images/Textile/Vêtement/1691652250571-image1691652266790.jpg,Textile/Vêtement
sorted_images/Verre/Bouteille en verre/1697983553217-image1697983522003.jpg,Verre/Bouteille en verre
sorted_images/Verre/< 10 morceaux de verre/1692253687982-image1692201900586.jpg,Verre/< 10 morceaux de verre
sorted_images/Papier ou Carton/Emballage bonbon/1690011357072-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Verre/Bouteille en verre/1697975075279-user.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689749824051-image1689749739183.jpg,Autre déchet papier/carton
sorted_images/Verre/< 10 morceaux de verre/1691940678607-image1691940670463.jpg,Verre/< 10 morceaux de verre
sorted_images/Métaux/Canette/1697711875475-image1697711897715.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Sac en papier/1694254978393-user.jpg,Papier ou Carton/Sac en papier
sorted_images/Mégots/Mégots/1696254528398-image1696254496804.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1692782021705-image1692782052877.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1692434046260-image1692433903179.jpg,Papier ou Carton/Carton
sorted_images/Papier ou Carton/Récipient liquide/1692259439821-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Métaux/Canette/1696668624851-image1696668616343.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1697726438178-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1695308485290-image1695308475141.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694360150903-image1694359226961.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1696080719354-user.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Ticket/1695566546742-image1695566526334.jpg,Papier ou Carton/Ticket
sorted_images/Plastique/Gobelet en plastique/1692249526704-image1692249453618.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Autre déchet plastique/1689756646039-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouchon en plastique/1691847197412-user.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Bouchon en plastique/1692598025967-image1692598023232.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Récipient liquide/1689844248860-image1689844259816.jpg,Papier ou Carton/Récipient liquide
sorted_images/Papier ou Carton/Carton/1698246468134-image1698246439663.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Bouteille en plastique/1695048571552-image1695048525051.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1692275287475-image1692275296279.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Polystyrène/1694938243079-image1694938216894.jpg,Plastique/Polystyrène
sorted_images/Papier ou Carton/Emballage bonbon/1696760520568-image1696760331262.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Autre déchet plastique/1692777003998-image1692777020398.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1694348290797-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1698244440701-image1698244463770.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1693137902025-image1693137867288.jpg,Métaux/Canette
sorted_images/Verre/Autre déchet verre/1689687523276-image1689687522277.jpg,Verre/Autre déchet verre
sorted_images/Métaux/Canette/1697535272589-image1697535130210.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1697461891674-image1697461907124.jpg,Mégots/Mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692091658219-image1692091684255.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694513348607-image1694511548731.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1692375042366-image1692375008340.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Polystyrène/1689698789775-user.jpg,Plastique/Polystyrène
sorted_images/Plastique/Emballage plastique/1695232106789-image1695232072402.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1690980455040-image1690980428177.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1697370147121-user.jpg,Plastique/Bouteille en plastique
sorted_images/Matières Organiques/Autre déchet organique/1692253736676-image1692204176793.jpg,Matières Organiques/Autre déchet organique
sorted_images/Mégots/< 10 mégots/1693905523621-image1693905470491.jpg,Mégots/< 10 mégots
sorted_images/Plastique/Bouteille en plastique/1690724116910-user.jpg,Plastique/Bouteille en plastique
sorted_images/Textile/Autre déchet textile/1697900788211-image1697900743783.jpg,Textile/Autre déchet textile
sorted_images/Métaux/Autre déchet métaux/1690044428240-image1690044214406.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Emballage plastique/1689956196057-image1689955984442.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1695057516196-image1695057348322.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1690218475192-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1691252286447-image1691252292582.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Capsule/1695921790717-image1695921783402.jpg,Plastique/Capsule
sorted_images/Papier ou Carton/Carton/1697524909773-image1697524857769.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Sac en plastique/1697112408685-image1697112420645.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1695207049788-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1695833053055-image1695833048296.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1695212473496-image1695212470460.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1689668262113-image1689668283957.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1694442224903-image1694442175106.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1690296079837-image1690296090380.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Emballage plastique/1691506192125-image1691506215042.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1697000044111-user.jpg,Métaux/Canette
sorted_images/Plastique/Sac en plastique/1691503327015-user.jpg,Plastique/Sac en plastique
sorted_images/Métaux/Autre déchet métaux/1690694132062-image1690694127766.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1690740036957-image1690739914835.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695816381917-image1695816295517.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouchon en plastique/1692428428115-image1692428438844.jpg,Plastique/Bouchon en plastique
sorted_images/Métaux/Canette/1690097743488-image1690097724820.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1690893887375-image1690893847110.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1692023669132-image1692023687213.jpg,Plastique/Autre déchet plastique
sorted_images/Mégots/< 10 mégots/1695889020092-image1695889027818.jpg,Mégots/< 10 mégots
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691487663543-image1691487689352.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695832843564-image1695832830311.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1694074689317-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1693655107812-image1693655064601.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1698226010626-user.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1696050474985-user.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1696938480566-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694627255514-image1694627257572.jpg,Métaux/Canette
sorted_images/Plastique/Bouteille en plastique/1694969093491-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Polystyrène/1692958946495-image1692958953449.jpg,Plastique/Polystyrène
sorted_images/Plastique/Emballage plastique/1691153808349-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1696698281819-image1696698247209.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Autre déchet métaux/1693037698279-image1693037705073.jpg,Métaux/Autre déchet métaux
sorted_images/Textile/Corde/1695484980907-image1695484909577.jpg,Textile/Corde
sorted_images/Plastique/Bouteille en plastique/1692604025485-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1690566296247-image1690566309325.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1692596412724-image1692596419396.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Sac en plastique/1697021333684-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Bouteille en plastique/1690091152805-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Polystyrène/1696152526077-user.jpg,Plastique/Polystyrène
sorted_images/Textile/Autre déchet textile/1697962838416-image1697962843265.jpg,Textile/Autre déchet textile
sorted_images/Papier ou Carton/Emballage bonbon/1691951482580-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Métaux/Canette/1692951776611-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1691394641078-user.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1697973757683-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Sac en plastique/1695197280905-image1695197286139.jpg,Plastique/Sac en plastique
sorted_images/Mégots/~ 400 mégots/1697891120067-image1697891122456.jpg,Mégots/~ 400 mégots
sorted_images/Verre/Bouteille en verre/1690467343467-image1690467359545.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1691048159667-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Autre déchet métaux/1694854469065-image1694854437812.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Autre déchet plastique/1692192752814-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1690702407336-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1696157375068-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1697966808029-image1697966787280.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Journaux/1690292659071-user.jpg,Papier ou Carton/Journaux
sorted_images/Plastique/Polystyrène/1694862238399-user.jpg,Plastique/Polystyrène
sorted_images/Métaux/Autre déchet métaux/1692263913114-image1692263942322.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1689757655529-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Sac en plastique/1694888863285-user.jpg,Plastique/Sac en plastique
sorted_images/Papier ou Carton/Carton/1696322774266-user.jpg,Papier ou Carton/Carton
sorted_images/Verre/Bouteille en verre/1697831177848-image1697831152712.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouchon en plastique/1696672610731-user.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691568651678-image1691568665660.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1696403970385-user.jpg,Métaux/Canette
sorted_images/Métaux/Pile/1698137423279-image1698137436445.jpg,Métaux/Pile
sorted_images/Verre/Bouteille en verre/1692955931586-user.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Emballage plastique/1698131978436-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1691054226753-image1691054241694.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1690209440000-image1690209296811.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1693673100062-image1693673040260.jpg,Papier ou Carton/Carton
sorted_images/Verre/Pot en verre/1693160706767-image1693160738905.jpg,Verre/Pot en verre
sorted_images/Matières Organiques/Autre déchet organique/1695651651624-image1695651637829.jpg,Matières Organiques/Autre déchet organique
sorted_images/Plastique/Bouteille en plastique/1695568190174-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1697602145462-user.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1698324612909-image1698324619768.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1696426043171-image1696426032905.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1691308266771-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1697029157059-image1697029149232.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouteille en plastique/1691084595324-image1691084602268.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Emballage bonbon/1693985178478-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Autre déchet plastique/1691410548261-image1691410549653.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1696235383609-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1694961889346-image1694961750110.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696401201225-image1696401208883.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691684461450-user.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1696157794659-user.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1690460448388-image1690460414849.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1689929828433-user.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1690192505780-image1690192530848.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1694064189662-image1694064145393.jpg,Plastique/Emballage plastique
